Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development,Lifespan
Short-life,GreenShort,1,GreenShort1,M,23,21
Short-life,GreenShort,1,GreenShort1,F,23,24
Short-life,GreenShort,1,GreenShort1,F,21,24
Short-life,GreenShort,1,GreenShort1,M,21,16
Short-life,GreenShort,1,GreenShort1,M,24,22
Short-life,GreenShort,1,GreenShort1,M,23,24
Short-life,GreenShort,1,GreenShort1,M,22,16
Short-life,GreenShort,1,GreenShort1,F,22,27
Short-life,GreenShort,1,GreenShort1,M,21,24
Short-life,GreenShort,1,GreenShort1,M,22,19
Short-life,GreenShort,1,GreenShort1,M,23,17
Short-life,GreenShort,1,GreenShort1,M,21,17
Short-life,GreenShort,1,GreenShort1,M,23,19
Short-life,GreenShort,1,GreenShort1,F,23,24
Short-life,GreenShort,1,GreenShort1,F,22,26
Short-life,GreenShort,1,GreenShort1,M,22,22
Short-life,GreenShort,1,GreenShort1,F,23,26
Short-life,GreenShort,1,GreenShort1,F,23,24
Short-life,GreenShort,1,GreenShort1,M,23,20
Short-life,GreenShort,1,GreenShort1,F,22,20
Short-life,GreenShort,1,GreenShort1,M,23,13
Short-life,GreenShort,1,GreenShort1,F,22,16
Short-life,GreenShort,1,GreenShort1,F,22,17
Short-life,GreenShort,1,GreenShort1,M,23,19
Short-life,GreenShort,1,GreenShort1,M,22,23
Short-life,GreenShort,1,GreenShort1,M,22,8
Short-life,GreenShort,1,GreenShort1,F,23,38
Short-life,GreenShort,1,GreenShort1,F,23,19
Short-life,GreenShort,1,GreenShort1,M,23,19
Short-life,GreenShort,1,GreenShort1,M,24,15
Short-life,GreenShort,1,GreenShort1,M,24,19
Short-life,GreenShort,1,GreenShort1,M,23,19
Short-life,GreenShort,1,GreenShort1,M,24,21
Short-life,GreenShort,1,GreenShort1,F,23,23
Short-life,GreenShort,1,GreenShort1,F,23,22
Short-life,GreenShort,1,GreenShort1,F,23,29
Short-life,GreenShort,1,GreenShort1,F,22,23
Short-life,GreenShort,1,GreenShort1,F,22,27
Short-life,GreenShort,1,GreenShort1,M,23,13
Short-life,GreenShort,1,GreenShort1,F,23,39
Short-life,GreenShort,1,GreenShort1,M,23,14
Short-life,GreenShort,1,GreenShort1,M,23,14
Short-life,GreenShort,1,GreenShort1,F,23,27
Short-life,GreenShort,1,GreenShort2,F,21,35
Short-life,GreenShort,1,GreenShort2,M,23,17
Short-life,GreenShort,1,GreenShort2,M,21,27
Short-life,GreenShort,1,GreenShort2,M,25,20
Short-life,GreenShort,1,GreenShort2,M,21,26
Short-life,GreenShort,1,GreenShort2,F,23,37
Short-life,GreenShort,1,GreenShort2,F,22,31
Short-life,GreenShort,1,GreenShort2,M,22,18
Short-life,GreenShort,1,GreenShort2,M,22,21
Short-life,GreenShort,1,GreenShort2,F,23,36
Short-life,GreenShort,1,GreenShort2,F,21,28
Short-life,GreenShort,1,GreenShort2,M,22,20
Short-life,GreenShort,1,GreenShort2,M,22,22
Short-life,GreenShort,1,GreenShort2,F,22,38
Short-life,GreenShort,1,GreenShort2,M,23,21
Short-life,GreenShort,1,GreenShort2,M,20,23
Short-life,GreenShort,1,GreenShort2,F,22,28
Short-life,GreenShort,1,GreenShort2,M,23,22
Short-life,GreenShort,1,GreenShort2,M,22,22
Short-life,GreenShort,1,GreenShort2,F,26,16
Short-life,GreenShort,1,GreenShort2,M,25,24
Short-life,GreenShort,1,GreenShort2,M,21,19
Short-life,GreenShort,1,GreenShort2,M,22,22
Short-life,GreenShort,1,GreenShort2,M,21,19
Short-life,GreenShort,1,GreenShort2,F,24,28
Short-life,GreenShort,1,GreenShort2,F,23,36
Short-life,GreenShort,1,GreenShort2,M,21,26
Short-life,GreenShort,1,GreenShort2,F,22,27
Short-life,GreenShort,1,GreenShort2,M,21,21
Short-life,GreenShort,1,GreenShort2,F,21,32
Short-life,GreenShort,1,GreenShort2,F,22,34
Short-life,GreenShort,1,GreenShort2,M,22,24
Short-life,GreenShort,1,GreenShort2,M,23,23
Short-life,GreenShort,1,GreenShort2,F,23,35
Short-life,GreenShort,1,GreenShort2,F,21,37
Short-life,GreenShort,1,GreenShort2,F,21,34
Short-life,GreenShort,1,GreenShort2,F,23,35
Short-life,GreenShort,1,GreenShort2,M,21,25
Short-life,GreenShort,1,GreenShort2,F,21,27
Short-life,GreenShort,1,GreenShort2,M,21,23
Short-life,GreenShort,1,GreenShort2,F,21,35
Short-life,GreenShort,1,GreenShort2,M,22,21
Short-life,GreenShort,1,GreenShort2,M,21,20
Short-life,GreenShort,1,GreenShort3,M,22,26
Short-life,GreenShort,1,GreenShort3,M,22,16
Short-life,GreenShort,1,GreenShort3,F,24,25
Short-life,GreenShort,1,GreenShort3,M,21,13
Short-life,GreenShort,1,GreenShort3,M,24,19
Short-life,GreenShort,1,GreenShort3,M,24,15
Short-life,GreenShort,1,GreenShort3,M,22,15
Short-life,GreenShort,1,GreenShort3,M,23,15
Short-life,GreenShort,1,GreenShort3,F,21,28
Short-life,GreenShort,1,GreenShort3,F,25,26
Short-life,GreenShort,1,GreenShort3,M,25,21
Short-life,GreenShort,1,GreenShort3,F,25,27
Short-life,GreenShort,1,GreenShort3,M,21,14
Short-life,GreenShort,1,GreenShort3,M,21,17
Short-life,GreenShort,1,GreenShort3,M,21,17
Short-life,GreenShort,1,GreenShort3,F,24,31
Short-life,GreenShort,1,GreenShort3,M,22,21
Short-life,GreenShort,1,GreenShort3,M,21,22
Short-life,GreenShort,1,GreenShort3,M,24,14
Short-life,GreenShort,1,GreenShort3,M,23,21
Short-life,GreenShort,1,GreenShort3,M,22,21
Short-life,GreenShort,1,GreenShort3,F,22,32
Short-life,GreenShort,1,GreenShort3,F,21,27
Short-life,GreenShort,1,GreenShort3,M,21,18
Short-life,GreenShort,1,GreenShort3,M,21,17
Short-life,GreenShort,1,GreenShort3,F,23,40
Short-life,GreenShort,1,GreenShort3,F,26,17
Short-life,GreenShort,1,GreenShort4,M,23,22
Short-life,GreenShort,1,GreenShort4,F,23,24
Short-life,GreenShort,1,GreenShort4,M,21,22
Short-life,GreenShort,1,GreenShort4,M,21,19
Short-life,GreenShort,1,GreenShort4,M,21,19
Short-life,GreenShort,1,GreenShort4,M,23,23
Short-life,GreenShort,1,GreenShort4,M,27,16
Short-life,GreenShort,1,GreenShort4,F,22,27
Short-life,GreenShort,1,GreenShort4,M,21,9
Short-life,GreenShort,1,GreenShort4,M,24,16
Short-life,GreenShort,1,GreenShort4,F,24,25
Short-life,GreenShort,1,GreenShort4,M,24,23
Short-life,GreenShort,1,GreenShort4,M,21,22
Short-life,GreenShort,1,GreenShort4,M,22,18
Short-life,GreenShort,1,GreenShort4,F,22,28
Short-life,GreenShort,1,GreenShort4,M,22,20
Short-life,GreenShort,1,GreenShort4,F,21,28
Short-life,GreenShort,1,GreenShort4,M,22,18
Short-life,GreenShort,1,GreenShort4,F,24,28
Short-life,GreenShort,1,GreenShort4,M,23,23
Short-life,GreenShort,1,GreenShort4,F,22,25
Short-life,GreenShort,1,GreenShort4,F,23,31
Short-life,GreenShort,1,GreenShort4,F,22,27
Short-life,GreenShort,1,GreenShort4,F,24,23
Short-life,GreenShort,1,GreenShort4,F,24,27
Short-life,GreenShort,1,GreenShort4,M,21,16
Short-life,GreenShort,1,GreenShort4,M,23,18
Short-life,GreenShort,1,GreenShort4,M,22,14
Short-life,GreenShort,1,GreenShort4,M,22,22
Short-life,GreenShort,1,GreenShort4,F,23,31
Short-life,GreenShort,1,GreenShort4,M,22,24
Short-life,GreenShort,1,GreenShort4,F,23,25
Short-life,GreenShort,1,GreenShort4,F,22,27
Short-life,GreenShort,1,GreenShort4,F,21,23
Short-life,GreenShort,1,GreenShort4,F,22,34
Short-life,GreenShort,1,GreenShort4,M,21,20
Short-life,GreenShort,1,GreenShort4,F,22,25
Short-life,GreenShort,1,GreenShort4,F,23,29
Short-life,GreenShort,1,GreenShort4,M,21,23
Short-life,GreenShort,1,GreenShort4,F,23,25
Short-life,GreenShort,1,GreenShort4,F,23,23
Short-life,GreenShort,1,GreenShort4,M,22,24
Short-life,GreenShort,1,GreenShort4,M,22,23
Short-life,GreenShort,1,GreenShort4,F,23,25
Short-life,GreenShort,1,GreenShort4,M,21,21
Short-life,GreenShort,1,GreenShort4,M,21,23
Short-life,GreenShort,1,GreenShort5,F,24,25
Short-life,GreenShort,1,GreenShort5,M,22,23
Short-life,GreenShort,1,GreenShort5,M,22,22
Short-life,GreenShort,1,GreenShort5,F,22,27
Short-life,GreenShort,1,GreenShort5,F,22,33
Short-life,GreenShort,1,GreenShort5,M,23,17
Short-life,GreenShort,1,GreenShort5,F,22,25
Short-life,GreenShort,1,GreenShort5,F,23,23
Short-life,GreenShort,1,GreenShort5,M,22,20
Short-life,GreenShort,1,GreenShort5,F,23,26
Short-life,GreenShort,1,GreenShort5,F,21,28
Short-life,GreenShort,1,GreenShort5,M,23,20
Short-life,GreenShort,1,GreenShort5,M,22,19
Short-life,GreenShort,1,GreenShort5,F,21,26
Short-life,GreenShort,1,GreenShort5,F,23,22
Short-life,GreenShort,1,GreenShort5,F,22,23
Short-life,GreenShort,1,GreenShort5,M,22,25
Short-life,GreenShort,1,GreenShort5,M,22,23
Short-life,GreenShort,1,GreenShort5,M,21,20
Short-life,GreenShort,1,GreenShort5,F,23,17
Short-life,GreenShort,1,GreenShort5,F,23,29
Short-life,GreenShort,1,GreenShort5,M,21,19
Short-life,GreenShort,1,GreenShort5,F,23,20
Short-life,GreenShort,1,GreenShort5,F,23,30
Short-life,GreenShort,1,GreenShort5,M,21,20
Short-life,GreenShort,1,GreenShort5,M,23,17
Short-life,GreenShort,1,GreenShort5,F,23,32
Short-life,GreenShort,1,GreenShort5,M,21,22
Short-life,GreenShort,1,GreenShort5,M,22,19
Short-life,GreenShort,1,GreenShort5,F,23,28
Short-life,GreenShort,1,GreenShort5,F,23,26
Short-life,GreenShort,1,GreenShort5,F,21,27
Short-life,GreenShort,1,GreenShort5,F,23,27
Short-life,GreenShort,1,GreenShort6,M,22,21
Short-life,GreenShort,1,GreenShort6,F,22,27
Short-life,GreenShort,1,GreenShort6,M,23,19
Short-life,GreenShort,1,GreenShort6,M,22,13
Short-life,GreenShort,1,GreenShort6,M,23,20
Short-life,GreenShort,1,GreenShort6,M,23,21
Short-life,GreenShort,1,GreenShort6,M,23,18
Short-life,GreenShort,1,GreenShort6,F,23,23
Short-life,GreenShort,1,GreenShort6,F,23,30
Short-life,GreenShort,1,GreenShort6,F,23,36
Short-life,GreenShort,1,GreenShort6,F,23,19
Short-life,GreenShort,1,GreenShort6,M,22,20
Short-life,GreenShort,1,GreenShort6,F,22,21
Short-life,GreenShort,1,GreenShort6,M,22,13
Short-life,GreenShort,1,GreenShort6,M,24,20
Short-life,GreenShort,1,GreenShort6,M,21,16
Short-life,GreenShort,1,GreenShort6,M,23,17
Short-life,GreenShort,1,GreenShort6,M,23,20
Short-life,GreenShort,1,GreenShort6,M,24,17
Short-life,GreenShort,1,GreenShort6,M,23,13
Short-life,GreenShort,1,GreenShort6,M,21,21
Short-life,GreenShort,1,GreenShort6,M,23,21
Short-life,GreenShort,1,GreenShort6,M,23,21
Short-life,GreenShort,1,GreenShort6,M,23,15
Short-life,GreenShort,1,GreenShort6,M,23,24
Short-life,GreenShort,1,GreenShort6,M,22,20
Short-life,GreenShort,1,GreenShort6,M,22,18
Short-life,GreenShort,1,GreenShort6,M,22,21
Short-life,GreenShort,1,GreenShort6,M,23,20
Short-life,GreenShort,1,GreenShort6,M,21,19
Short-life,GreenShort,1,GreenShort6,F,25,26
Short-life,GreenShort,1,GreenShort6,F,23,28
Short-life,GreenShort,1,GreenShort6,F,23,20
Short-life,GreenShort,1,GreenShort6,F,24,21
Short-life,GreenShort,1,GreenShort6,M,24,19
Short-life,GreenShort,1,GreenShort6,M,21,20
Short-life,GreenShort,1,GreenShort6,M,22,22
Short-life,GreenShort,1,GreenShort6,F,23,25
Short-life,GreenShort,1,GreenShort6,M,22,18
Short-life,GreenShort,1,GreenShort6,F,24,33
Short-life,GreenShort,1,GreenShort6,F,24,35
Short-life,GreenShort,1,GreenShort6,M,22,19
Short-life,GreenShort,1,GreenShort6,M,22,19
Short-life,GreenShort,1,GreenShort6,F,22,21
Short-life,GreenShort,1,GreenShort6,M,22,19
Short-life,GreenShort,1,GreenShort6,M,23,17
Short-life,GreenShort,1,GreenShort6,M,23,12
Short-life,GreenShort,1,GreenShort6,F,22,31
Short-life,GreenShort,1,GreenShort6,M,21,20
Short-life,GreenShort,1,GreenShort6,M,22,21
Short-life,GreenShort,1,GreenShort6,F,25,21
Short-life,GreenShort,1,GreenShort6,M,23,21
Short-life,GreenShort,1,GreenShort6,F,23,21
Short-life,GreenShort,1,GreenShort7,M,22,21
Short-life,GreenShort,1,GreenShort7,M,21,22
Short-life,GreenShort,1,GreenShort7,F,22,32
Short-life,GreenShort,1,GreenShort7,F,23,34
Short-life,GreenShort,1,GreenShort7,M,21,17
Short-life,GreenShort,1,GreenShort7,F,23,33
Short-life,GreenShort,1,GreenShort7,M,23,17
Short-life,GreenShort,1,GreenShort7,F,23,29
Short-life,GreenShort,1,GreenShort7,M,21,24
Short-life,GreenShort,1,GreenShort7,M,22,20
Short-life,GreenShort,1,GreenShort7,F,22,28
Short-life,GreenShort,1,GreenShort7,M,21,24
Short-life,GreenShort,1,GreenShort7,F,22,33
Short-life,GreenShort,1,GreenShort7,M,22,20
Short-life,GreenShort,1,GreenShort7,M,22,22
Short-life,GreenShort,1,GreenShort7,M,23,20
Short-life,GreenShort,1,GreenShort7,F,23,29
Short-life,GreenShort,1,GreenShort7,M,22,21
Short-life,GreenShort,1,GreenShort7,M,21,22
Short-life,GreenShort,1,GreenShort7,M,22,23
Short-life,GreenShort,1,GreenShort7,M,22,19
Short-life,GreenShort,1,GreenShort7,M,22,20
Short-life,GreenShort,1,GreenShort7,M,21,20
Short-life,GreenShort,1,GreenShort7,F,23,35
Short-life,GreenShort,1,GreenShort7,F,23,32
Short-life,GreenShort,1,GreenShort7,M,22,19
Short-life,GreenShort,1,GreenShort7,M,21,18
Short-life,GreenShort,1,GreenShort7,F,24,39
Short-life,GreenShort,1,GreenShort7,F,23,28
Short-life,GreenShort,1,GreenShort7,F,22,34
Short-life,GreenShort,1,GreenShort7,M,22,21
Short-life,GreenShort,1,GreenShort7,F,23,38
Short-life,GreenShort,1,GreenShort7,M,21,22
Short-life,GreenShort,1,GreenShort7,F,23,32
Short-life,GreenShort,1,GreenShort7,M,22,18
Short-life,GreenShort,1,GreenShort7,M,21,22
Short-life,GreenShort,1,GreenShort7,F,24,30
Short-life,GreenShort,1,GreenShort7,F,21,25
Short-life,GreenShort,1,GreenShort7,F,24,32
Short-life,GreenShort,1,GreenShort7,F,25,34
Short-life,GreenShort,1,GreenShort7,M,23,22
Short-life,GreenShort,1,GreenShort8,F,23,28
Short-life,GreenShort,1,GreenShort8,M,22,18
Short-life,GreenShort,1,GreenShort8,F,22,23
Short-life,GreenShort,1,GreenShort8,M,21,21
Short-life,GreenShort,1,GreenShort8,M,24,14
Short-life,GreenShort,1,GreenShort8,F,21,25
Short-life,GreenShort,1,GreenShort8,F,22,26
Short-life,GreenShort,1,GreenShort8,F,23,30
Short-life,GreenShort,1,GreenShort8,F,23,25
Short-life,GreenShort,1,GreenShort8,M,23,18
Short-life,GreenShort,1,GreenShort8,M,22,15
Short-life,GreenShort,1,GreenShort8,M,21,22
Short-life,GreenShort,1,GreenShort8,F,21,21
Short-life,GreenShort,1,GreenShort8,F,23,27
Short-life,GreenShort,1,GreenShort8,F,24,26
Short-life,GreenShort,1,GreenShort8,M,23,13
Short-life,GreenShort,1,GreenShort8,M,22,18
Short-life,GreenShort,1,GreenShort8,M,21,20
Short-life,GreenShort,1,GreenShort8,F,23,26
Short-life,GreenShort,1,GreenShort8,M,23,21
Short-life,GreenShort,1,GreenShort8,F,22,23
Short-life,GreenShort,1,GreenShort8,M,22,19
Short-life,GreenShort,1,GreenShort8,M,21,16
Short-life,GreenShort,1,GreenShort8,M,22,16
Short-life,GreenShort,1,GreenShort8,M,22,14
Short-life,GreenShort,1,GreenShort8,F,21,29
Short-life,GreenShort,1,GreenShort8,F,23,24
Short-life,GreenShort,1,GreenShort8,M,22,18
Short-life,GreenShort,1,GreenShort8,M,24,15
Short-life,GreenShort,1,GreenShort8,F,22,24
Short-life,GreenShort,1,GreenShort8,M,22,15
Short-life,GreenShort,1,GreenShort8,M,22,15
Short-life,GreenShort,1,GreenShort8,F,24,28
Short-life,GreenShort,1,GreenShort8,F,23,22
Short-life,GreenShort,1,GreenShort8,M,22,19
Short-life,GreenShort,1,GreenShort8,M,22,16
Short-life,GreenShort,1,GreenShort8,M,21,19
Short-life,GreenShort,1,GreenShort8,F,22,24
Short-life,GreenShort,1,GreenShort8,M,22,19
Short-life,GreenShort,1,GreenShort8,M,21,19
Short-life,GreenShort,1,GreenShort9,M,21,20
Short-life,GreenShort,1,GreenShort9,M,21,14
Short-life,GreenShort,1,GreenShort9,M,21,22
Short-life,GreenShort,1,GreenShort9,M,22,18
Short-life,GreenShort,1,GreenShort9,M,21,15
Short-life,GreenShort,1,GreenShort9,F,22,31
Short-life,GreenShort,1,GreenShort9,F,23,25
Short-life,GreenShort,1,GreenShort9,F,21,26
Short-life,GreenShort,1,GreenShort9,F,24,28
Short-life,GreenShort,1,GreenShort9,F,21,34
Short-life,GreenShort,1,GreenShort9,M,22,26
Short-life,GreenShort,1,GreenShort9,F,22,23
Short-life,GreenShort,1,GreenShort9,M,21,17
Short-life,GreenShort,1,GreenShort9,M,22,19
Short-life,GreenShort,1,GreenShort9,F,23,28
Short-life,GreenShort,1,GreenShort9,M,23,17
Short-life,GreenShort,1,GreenShort9,F,21,25
Short-life,GreenShort,1,GreenShort9,M,22,16
Short-life,GreenShort,1,GreenShort9,M,21,22
Short-life,GreenShort,1,GreenShort9,M,21,19
Short-life,GreenShort,1,GreenShort9,F,27,25
Short-life,GreenShort,1,GreenShort9,M,23,18
Short-life,GreenShort,1,GreenShort9,M,21,15
Short-life,GreenShort,1,GreenShort9,M,21,17
Short-life,GreenShort,1,GreenShort9,F,22,24
Short-life,GreenShort,1,GreenShort9,F,22,24
Short-life,GreenShort,1,GreenShort9,M,23,12
Short-life,GreenShort,1,GreenShort9,M,22,16
Short-life,GreenShort,1,GreenShort9,F,22,29
Short-life,GreenShort,1,GreenShort9,F,22,29
Short-life,GreenShort,1,GreenShort9,M,22,18
Short-life,GreenShort,1,GreenShort9,M,21,22
Short-life,GreenShort,1,GreenShort9,M,21,18
Short-life,GreenShort,1,GreenShort9,F,23,24
Short-life,GreenShort,1,GreenShort9,M,21,19
Short-life,GreenShort,1,GreenShort9,F,23,27
Short-life,GreenShort,1,GreenShort9,M,22,20
Short-life,GreenShort,1,GreenShort9,M,23,21
Short-life,GreenShort,1,GreenShort9,M,23,13
Short-life,GreenShort,1,GreenShort9,M,21,17
Short-life,GreenShort,1,GreenShort10,F,22,30
Short-life,GreenShort,1,GreenShort10,M,26,17
Short-life,GreenShort,1,GreenShort10,F,22,30
Short-life,GreenShort,1,GreenShort10,M,23,17
Short-life,GreenShort,1,GreenShort10,F,22,32
Short-life,GreenShort,1,GreenShort10,M,22,14
Short-life,GreenShort,1,GreenShort10,F,21,25
Short-life,GreenShort,1,GreenShort10,M,21,11
Short-life,GreenShort,1,GreenShort10,F,23,28
Short-life,GreenShort,1,GreenShort10,M,21,15
Short-life,GreenShort,1,GreenShort10,F,24,28
Short-life,GreenShort,1,GreenShort10,M,23,18
Short-life,GreenShort,1,GreenShort10,M,23,15
Short-life,GreenShort,1,GreenShort10,M,23,13
Short-life,GreenShort,1,GreenShort10,M,22,14
Short-life,GreenShort,1,GreenShort10,F,23,31
Short-life,GreenShort,1,GreenShort10,F,28,24
Short-life,GreenShort,1,GreenShort10,M,25,13
Short-life,GreenShort,1,GreenShort10,F,23,31
Short-life,GreenShort,1,GreenShort10,M,22,18
Short-life,GreenShort,1,GreenShort10,F,23,27
Short-life,GreenShort,1,GreenShort10,M,22,19
Short-life,GreenShort,1,GreenShort10,M,23,15
Short-life,GreenShort,1,GreenShort10,M,23,19
Short-life,GreenShort,1,GreenShort10,F,21,26
Short-life,GreenShort,1,GreenShort10,F,23,25
Short-life,GreenShort,1,GreenShort10,M,22,16
Short-life,GreenShort,1,GreenShort10,M,21,22
Short-life,GreenShort,1,GreenShort10,F,23,23
Short-life,GreenShort,1,GreenShort10,F,22,26
Short-life,GreenShort,1,GreenShort10,F,23,31
Short-life,GreenShort,1,GreenShort10,F,23,30
Short-life,GreenShort,1,GreenShort10,M,22,19
Short-life,GreenShort,1,GreenShort10,F,24,29
Short-life,GreenShort,1,GreenShort11,M,21,21
Short-life,GreenShort,1,GreenShort11,M,21,21
Short-life,GreenShort,1,GreenShort11,M,22,20
Short-life,GreenShort,1,GreenShort11,F,22,29
Short-life,GreenShort,1,GreenShort11,F,21,25
Short-life,GreenShort,1,GreenShort11,M,21,17
Short-life,GreenShort,1,GreenShort11,M,21,18
Short-life,GreenShort,1,GreenShort11,F,22,25
Short-life,GreenShort,1,GreenShort11,F,21,32
Short-life,GreenShort,1,GreenShort11,F,22,32
Short-life,GreenShort,1,GreenShort11,F,22,28
Short-life,GreenShort,1,GreenShort11,M,22,22
Short-life,GreenShort,1,GreenShort11,M,21,15
Short-life,GreenShort,1,GreenShort11,F,22,27
Short-life,GreenShort,1,GreenShort11,M,21,20
Short-life,GreenShort,1,GreenShort11,F,22,21
Short-life,GreenShort,1,GreenShort11,F,21,28
Short-life,GreenShort,1,GreenShort11,M,22,18
Short-life,GreenShort,1,GreenShort11,F,21,30
Short-life,GreenShort,1,GreenShort11,M,21,16
Short-life,GreenShort,1,GreenShort11,M,21,17
Short-life,GreenShort,1,GreenShort11,F,21,31
Short-life,GreenShort,1,GreenShort11,F,21,30
Short-life,GreenShort,1,GreenShort11,F,22,25
Short-life,GreenShort,1,GreenShort11,M,21,17
Short-life,GreenShort,1,GreenShort11,M,21,16
Short-life,GreenShort,1,GreenShort11,F,22,29
Short-life,GreenShort,1,GreenShort11,M,21,16
Short-life,GreenShort,1,GreenShort11,F,21,27
Short-life,GreenShort,1,GreenShort11,F,22,27
Short-life,GreenShort,1,GreenShort11,F,21,25
Short-life,GreenShort,1,GreenShort11,F,22,30
Short-life,GreenShort,1,GreenShort11,F,22,36
Short-life,GreenShort,1,GreenShort12,F,21,24
Short-life,GreenShort,1,GreenShort12,F,23,24
Short-life,GreenShort,1,GreenShort12,F,23,26
Short-life,GreenShort,1,GreenShort12,M,23,15
Short-life,GreenShort,1,GreenShort12,F,23,25
Short-life,GreenShort,1,GreenShort12,M,22,21
Short-life,GreenShort,1,GreenShort12,M,22,21
Short-life,GreenShort,1,GreenShort12,M,23,20
Short-life,GreenShort,1,GreenShort12,F,23,20
Short-life,GreenShort,1,GreenShort12,F,24,20
Short-life,GreenShort,1,GreenShort12,F,24,28
Short-life,GreenShort,1,GreenShort12,M,23,19
Short-life,GreenShort,1,GreenShort12,M,23,18
Short-life,GreenShort,1,GreenShort12,F,21,26
Short-life,GreenShort,1,GreenShort12,M,23,17
Short-life,GreenShort,1,GreenShort12,M,27,22
Short-life,GreenShort,1,GreenShort12,M,24,19
Short-life,GreenShort,1,GreenShort12,M,24,23
Short-life,GreenShort,1,GreenShort12,F,21,27
Short-life,GreenShort,1,GreenShort12,M,23,20
Short-life,GreenShort,1,GreenShort12,F,21,20
Short-life,GreenShort,1,GreenShort12,F,22,25
Short-life,GreenShort,1,GreenShort12,M,26,17
Short-life,GreenShort,1,GreenShort12,F,22,27
Short-life,GreenShort,1,GreenShort13,F,22,24
Short-life,GreenShort,1,GreenShort13,F,22,32
Short-life,GreenShort,1,GreenShort13,F,23,24
Short-life,GreenShort,1,GreenShort13,M,21,17
Short-life,GreenShort,1,GreenShort13,F,24,24
Short-life,GreenShort,1,GreenShort13,F,24,25
Short-life,GreenShort,1,GreenShort13,M,21,20
Short-life,GreenShort,1,GreenShort13,F,22,32
Short-life,GreenShort,1,GreenShort13,F,24,20
Short-life,GreenShort,1,GreenShort13,F,23,26
Short-life,GreenShort,1,GreenShort13,M,23,18
Short-life,GreenShort,1,GreenShort13,F,23,30
Short-life,GreenShort,1,GreenShort13,M,21,19
Short-life,GreenShort,1,GreenShort13,F,23,35
Short-life,GreenShort,1,GreenShort13,M,23,13
Short-life,GreenShort,1,GreenShort13,F,23,29
Short-life,GreenShort,1,GreenShort13,M,21,21
Short-life,GreenShort,1,GreenShort13,F,21,27
Short-life,GreenShort,1,GreenShort13,M,21,18
Short-life,GreenShort,1,GreenShort13,M,23,20
Short-life,GreenShort,1,GreenShort13,F,23,30
Short-life,GreenShort,1,GreenShort13,M,22,19
Short-life,GreenShort,1,GreenShort13,F,23,22
Short-life,GreenShort,1,GreenShort13,M,24,23
Short-life,GreenShort,1,GreenShort13,M,22,16
Short-life,GreenShort,1,GreenShort13,F,22,30
Short-life,GreenShort,1,GreenShort13,F,21,27
Short-life,GreenShort,1,GreenShort13,M,21,15
Short-life,GreenShort,1,GreenShort13,M,23,13
Short-life,GreenShort,1,GreenShort13,F,23,25
Short-life,GreenShort,1,GreenShort13,F,24,19
Short-life,GreenShort,1,GreenShort13,F,23,29
Short-life,GreenShort,1,GreenShort13,F,22,24
Short-life,GreenShort,1,GreenShort13,M,23,18
Short-life,GreenShort,1,GreenShort13,F,23,20
Short-life,GreenShort,1,GreenShort13,M,21,22
Short-life,GreenShort,1,GreenShort13,M,24,14
Short-life,GreenShort,1,GreenShort13,F,24,30
Short-life,GreenShort,1,GreenShort14,F,22,24
Short-life,GreenShort,1,GreenShort14,F,22,24
Short-life,GreenShort,1,GreenShort14,F,26,22
Short-life,GreenShort,1,GreenShort14,F,21,25
Short-life,GreenShort,1,GreenShort14,M,21,28
Short-life,GreenShort,1,GreenShort14,F,26,26
Short-life,GreenShort,1,GreenShort14,F,22,29
Short-life,GreenShort,1,GreenShort14,M,22,19
Short-life,GreenShort,1,GreenShort14,M,22,16
Short-life,GreenShort,1,GreenShort14,F,22,23
Short-life,GreenShort,1,GreenShort14,M,26,14
Short-life,GreenShort,1,GreenShort14,M,22,18
Short-life,GreenShort,1,GreenShort14,F,24,24
Short-life,GreenShort,1,GreenShort14,F,22,21
Short-life,GreenShort,1,GreenShort14,F,22,24
Short-life,GreenShort,1,GreenShort14,M,21,15
Short-life,GreenShort,1,GreenShort14,M,26,18
Short-life,GreenShort,1,GreenShort14,M,24,11
Short-life,GreenShort,1,GreenShort14,M,21,16
Short-life,GreenShort,1,GreenShort14,M,22,19
Short-life,GreenShort,1,GreenShort14,M,23,15
Short-life,GreenShort,1,GreenShort14,F,21,28
Short-life,GreenShort,1,GreenShort14,M,22,15
Short-life,GreenShort,1,GreenShort14,F,26,23
Short-life,GreenShort,1,GreenShort14,F,22,25
Short-life,GreenShort,1,GreenShort14,M,26,13
Short-life,GreenShort,1,GreenShort14,F,21,28
Short-life,GreenShort,1,GreenShort14,M,20,16
Short-life,GreenShort,1,GreenShort14,F,24,24
Short-life,GreenShort,1,GreenShort14,F,22,26
Short-life,GreenShort,1,GreenShort14,F,22,27
Short-life,GreenShort,1,GreenShort14,M,24,17
Short-life,GreenShort,1,GreenShort15,F,22,27
Short-life,GreenShort,1,GreenShort15,F,21,28
Short-life,GreenShort,1,GreenShort15,M,21,21
Short-life,GreenShort,1,GreenShort15,F,21,25
Short-life,GreenShort,1,GreenShort15,M,22,18
Short-life,GreenShort,1,GreenShort15,M,23,21
Short-life,GreenShort,1,GreenShort15,F,21,30
Short-life,GreenShort,1,GreenShort15,F,23,26
Short-life,GreenShort,1,GreenShort15,M,21,19
Short-life,GreenShort,1,GreenShort15,F,23,22
